Run,TestName,query,expres,dril
yes,16_CuePointItemByCUE_POINT_END_TIME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->range->greaterThanOrEqual = 1;
$searchOperator->searchItems[0]->range->lessThanOrEqual = 1506328575;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::END_TIME;",0_kmffnnj6;0_4uyjxgr4,id=0_ii0jlsdl;id=0_i7dvzkqa
yes,17_CuePointItemByCUE_POINT_EXPLANATION_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::EXPLANATION;",0_gpqeyv3j;0_ady80ixv,id=0_7ptbl8nl$id=0_miwpgrk8;id=0_8m82tbue
yes,18_CuePointItemByCUE_POINT_EXPLANATION_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'cpe';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::EXPLANATION;",0_gpqeyv3j;0_ady80ixv,id=0_7ptbl8nl;id=0_8m82tbue
yes,19_CuePointItemByCUE_POINT_EXPLANATION_EXISTS_AND_HINT_STARTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::EXPLANATION;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = '2ux';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::HINT;",0_gpqeyv3j,id=0_miwpgrk8
yes,20_CuePointItemByCUE_POINT_START_TIME_AND_SUB_TYPE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->range->greaterThanOrEqual = 5811;
$searchOperator->searchItems[0]->range->lessThanOrEqual = 7750;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::START_TIME;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = '1';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::SUB_TYPE;",0_yq4oqimt,id=0_eq5167wq$id=0_4h908mea$id=0_a3p66o90$id=0_wv2hhz36$id=0_93lhl3hv
yes,21_CuePointItemByCUE_POINT_TAG_EXISTS_AND_TEXT_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::TAGS;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = 'cpta';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TEXT;",0_t9rg30eq;0_3i6dw71z,id=0_u6dpfzcd$id=0_dy7zom5x;id=0_6igdgj75
yes,22_CuePointItemByCUE_POINT_NAME_PARTIAL_AND_TEXT_EXACT.php,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'aaab';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = 'cpta';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TEXT;",0_t9rg30eq,id=0_u6dpfzcd
yes,23_CuePointItemByCUE_POINT_NAME_PARTIAL_AND_TEXT_EXACT.php,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'slide';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = '555';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TEXT;",0_yq4oqimt,id=0_a6nqqmnc
yes,24_CuePointItemByCUE_POINT_SUB_TYPE_EXACT_AND_TAGS_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::SUB_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = 'Slide Tag 555';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TAGS;",0_yq4oqimt,id=0_a6nqqmnc
yes,25_CuePointItemByCUE_POINT_TEXT_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'comment_1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::TEXT;",0_gpqeyv3j,id=0_0ay7c5hc
yes,26_CuePointItemByCUE_POINT_TEXT_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'announce';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::TEXT;",0_4uyjxgr4,id=0_mi6pqzie
