Run,TestName,query,expres,dril
yes,15_CuePointItemByCUE_POINT_QUESTION_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'cpqb';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::QUESTION;",1_c98yg1z8;1_yt4wa6ks,id=1_me97v83z;id=1_zg0cwjh5
yes,16_CuePointItemByCUE_POINT_END_TIME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->range->greaterThanOrEqual = 1;
$searchOperator->searchItems[0]->range->lessThanOrEqual = 267778;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::END_TIME;",1_4sekqjt4;1_ivghnar7,id=1_rz1szb9a$id=1_m9pfd416;id=1_qez9kxub
yes,17_CuePointItemByCUE_POINT_EXPLANATION_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::EXPLANATION;",1_c98yg1z8;1_yt4wa6ks,id=1_me97v83z$id=1_esluqyxp;id=1_zg0cwjh5
yes,18_CuePointItemByCUE_POINT_EXPLANATION_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'cpe';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::EXPLANATION;",1_c98yg1z8;1_yt4wa6ks,id=1_me97v83z;id=1_zg0cwjh5
yes,19_CuePointItemByCUE_POINT_EXPLANATION_EXISTS_AND_HINT_STARTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::EXPLANATION;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = '2ux';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::HINT;",1_c98yg1z8,id=1_esluqyxp
yes,20_CuePointItemByCUE_POINT_START_TIME_AND_SUB_TYPE,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[0]->range->greaterThanOrEqual = 5811;
$searchOperator->searchItems[0]->range->lessThanOrEqual = 7750;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::START_TIME;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = '1';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::SUB_TYPE;",1_0q9idiqh,id=1_00rdigq3$id=1_9gu5397r$id=1_yba7u5lc$id=1_uzb6mz7f$id=1_8e1on6or
yes,21_CuePointItemByCUE_POINT_TAG_EXISTS_AND_TEXT_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::TAGS;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = 'cpta';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TEXT;",1_mxdky7za;1_gxi4p9mr,id=1_lzns6w5m$id=1_z3d9sdnr;id=1_424m7iyf
yes,22_CuePointItemByCUE_POINT_NAME_PARTIAL_AND_TEXT_EXACT.php,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'aaab';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = 'cpta';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TEXT;",1_mxdky7za,id=1_lzns6w5m
yes,23_CuePointItemByCUE_POINT_NAME_PARTIAL_AND_TEXT_EXACT.php,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'slide';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = '555';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TEXT;",1_0q9idiqh,id=1_y895gooq
yes,24_CuePointItemByCUE_POINT_SUB_TYPE_EXACT_AND_TAGS_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::SUB_TYPE;
$searchOperator->searchItems[1] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[1]->searchTerm = 'Slide Tag 555';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCuePointFieldName::TAGS;",1_0q9idiqh,id=1_y895gooq
yes,25_CuePointItemByCUE_POINT_TEXT_EXACT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'comment_1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::TEXT;",1_c98yg1z8,id=1_zato4i2b
yes,26_CuePointItemByCUE_POINT_TEXT_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCuePointItem();
$searchOperator->searchItems[0]->searchTerm = 'announce';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCuePointFieldName::TEXT;",1_yun8b6oi,id=1_lxsm15fy
